"store_name","store_id","review_count","ratings","categories","food_desert"
"ALDI","kwqKxQQbxIGPY-YGNsxErw",17,4,"grocery,markets,organic_stores",1
"Cleo’s Bodega & Cafe","ZnPlol7SznrIsbCBNS6pOg",46,4.5,"grocery,cafes",1
"Trader Joe's","c1-LgoUcXYtw_zVt3FSwSg",134,4.5,"grocery",1
"Georgetown Market","fcMloKLDT55hhhynDQhN3w",106,4.5,"healthmarkets,grocery,juicebars",1
"Carniceria Guanajuato","yu1jfaztXmvnIAuU-_ccxQ",200,4,"mexican,grocery",1
"Westview Corner Grocery","qiWqGQYfg35g9qhPIEat6A",10,4.5,"grocery,gourmet,organic_stores",1
"Whole Foods Market","L7E9vWuFu1FV48YtRBesZw",91,4,"grocery,organic_stores,healthmarkets",1
"Whole Foods Market - Atlanta","0NRcugIFwniVkYJw8Yt3PQ",303,3.5,"grocery,healthmarkets,organic_stores",1
"Trader Joe's","08sxSN6fowRSsdf7soFCuQ",315,4,"grocery",1
"Little's Food Store and Grill","KbyrRWuEeK6uEbtpAUgIdg",192,4.5,"grocery,beer_and_wine,burgers",1
"Super Mercado Rosales","f3Z53pvKVCrC37adVI-3hg",19,4,"grocery,mexican",1
"Bamber's Superette","ttuFG_-lYgnwJHtZNba3bw",28,4.5,"grocery",1
"Martin's Super Market","N9VKhrYbyqtzk97l9imP9w",10,4,"grocery",1
"Saigon Market","L0pNoqMvYV3Jr1aS3rqV4w",24,4.5,"grocery",1
"Purple Porch Co-op","i5B-YWj_d_zN4NxekpI9TA",27,4.5,"markets,cafes,grocery",1
"Elmwood Market","SdPaAooXCjPXC2tI0_u8wQ",59,4,"grocery,delis",1
"Braymiller","6hgHwycRxCjD4vSUTuSM3g",23,4,"grocery",1
"Guercio & Sons","KS2ZM8Uo_OfWhzmrFyG6Ug",69,4.5,"grocery,markets,delis",1
"Lexington Co-op Markets","tNUzh4nt--2S8b_nnLLcNA",128,4.5,"healthmarkets,grocery,bakeries",1
"Wegmans","-n2Y4g_wq5rLnLU0ixPUbg",205,4,"grocery,bakeries,seafoodmarkets",1
"Stronger Market","wW399CRcaB5rWVIuP7ytrA",6,2.5,"grocery",1
"ALDI","zsjATczitSvJb-djTr1VMA",4,4.5,"grocery,markets,organic_stores",1
"Walmart  Supercenter","j_WMCP-XEzil1N9dXn50FA",17,2.5,"grocery,deptstores",1
"Harvest Supermarkets","Xb0iINWcDnpQUUyS3kNOzQ",3,3.5,"grocery",1
"Payless Supermarket","7WlPmXW-j80iE-zgtPIsmQ",13,3.5,"grocery,drugstores",1
"Asian Market","0qc5cSTl2lbc1e9vxWYd_Q",12,3.5,"grocery",1
"Camp Lejeune MCB Commissary","Vln44qnLHaFRjbU9qEH9UA",22,4,"grocery",1
"Publix","GmmuHBXy0vQjCScmT7NaSw",23,4,"grocery",1
"Oriental Market","X0UqYIEkiogkQFDgnjQigQ",22,3.5,"grocery",1
"Lowes Foods","Ye5j64VDN0n2gf7UpLRcUQ",52,4.5,"grocery,beer_and_wine,meats",1
"ALDI","Gxo8LnsSBZOHTlQl6AK-Mg",1,3,"grocery,markets,organic_stores",1
"Village Market","QTgN1iRAl-G9c6OHX9Fp0Q",3,3.5,"grocery",1
"United Dairy Farmers","5zHSVae5kksEGjOM4yBHNg",1,4,"grocery",1
"Walmart Supercenter","FkI6Ol3BTpMKe7VMkvHDiQ",8,1.5,"deptstores,grocery,electronics",1
"Kroger Food and Pharmacy","RbShpGy9pXrJbe7ZuWCj4Q",4,3,"grocery",1
"George's Bakery","J-jP1klKmYSAD-oK7azxJw",31,4,"bakeries,grocery",1
"Jacqueline Grocery II","V3b1uc4IBiI4vRY0HrxRig",6,5,"grocery,convenience,importedfood",1
"Butcher Boy Market","mI8y49FdCNp0_2UN_DcWEw",129,4,"grocery",1
"Haverhill Beef","rOI1dQIxn93eJnD_Gfa9vQ",36,4,"grocery,delis,butcher",1
"Thwaites Market","-PoCbyNa4xc4yvReuj5pqw",119,5,"grocery,meats",1
"Kwik Trip","pJLSqH_4n0MzcprFXRFgRA",7,2.5,"servicestations,grocery",1
"Festival Foods","09kkRowUtOfvdMlAh81E2w",12,3,"grocery",1
"Ayra's Liquor And Cigars","E6-nJYg1Wnqow8sMGE_yzg",3,5,"grocery,beer_and_wine",1
"Pick N Save","044iwVesXklv66T67c-Obw",9,3.5,"grocery",1
"Santa Fe Taqueria & Liquor Store","SRbXC7zRHL7TInIHD-suGg",18,4.5,"mexican,beer_and_wine,grocery",1
"Whole Foods Market - Atlanta","0NRcugIFwniVkYJw8Yt3PQ",303,3.5,"grocery,healthmarkets,organic_stores",1
"Candler Park Market","W45_Bbn_w-2pqgFV9kQe7Q",132,4.5,"grocery,beer_and_wine,delis",1
"Sevananda Natural Foods Market","PeIAxpKixg2vKC-JxQ1wUQ",242,4,"grocery,organic_stores",1
"Trader Joe's","08sxSN6fowRSsdf7soFCuQ",315,4,"grocery",1
"Little's Food Store and Grill","KbyrRWuEeK6uEbtpAUgIdg",192,4.5,"grocery,beer_and_wine,burgers",1
"Whole Foods Market","r-s-G1yyETRzTALYG9js8A",374,3.5,"grocery,healthmarkets,organic_stores",1
"Sprouts Farmers Market","0lNgC2KZbkIUGve4PJwn3A",184,3.5,"grocery,healthmarkets,organic_stores",1
"Natural Grocers","0EyV5VLrzWcTDI7pkXQBaA",99,4.5,"organic_stores,grocery,vitaminssupplements",1
"WinCo Foods","20n09j__6xb7JX0xe9Oo9A",295,4,"grocery",1
"Trader Joe's","Qb4sJ4ssSX1clY2wEAOmsA",265,4.5,"grocery",1
"Sprouts Farmers Market","1Io9xebtyhjbsDPeCxHcHg",75,3.5,"grocery,healthmarkets,organic_stores",1
"Al Madina Meat Market and grill","zusdBBfwtaS2nfAXN-QBOQ",22,4.5,"meats,grocery,markets",1
"Whole Foods Market","kLFFtqP4VJR1TxP5XNU66w",125,4,"grocery,healthmarkets,coffee",1
"H-E-B","91uQB46ZSIYygGJeaf3Jww",126,3.5,"grocery",1
"H-E-B Alon Market","s0XXvpFfD6t9-uEk0ZH-zA",163,4,"grocery,drugstores",1
"The Fresh Market","s3iZbtkyUXub9qCE3wODNw",39,4,"grocery",1
"Phil-Asian Foodmart","KuQ-dokC0jaKWL3-px8qGQ",12,4.5,"grocery,filipino,buffets",1
"Taqueria Casas","nV7pkj-QvHUATwjabjoFSQ",22,4.5,"mexican,grocery",1
"Mercel's - Filipino Bakeshop Bistro & Market","D6llBneSDJh1BoD25I9vxg",40,4,"filipino,bakeries,grocery",1
"Tortilleria La Mexicana","qzq5pzKGcY6ydyXi_AQMsA",89,4,"mexican,grocery,breakfast_brunch",1
"Almsted's Fresh Market","tzqBjR6tMk54CN-xu_WKpA",24,4.5,"bakeries,grocery,delis",1
"Hy-Vee","3aofjHH-LWEUoXBG8MFv6w",59,3.5,"grocery",1
"Hy-Vee","_scBT6sX4scP2YvesabMJA",75,3.5,"grocery",1
"ALDI","xlsm72IstnX5a_i8ApHgGA",13,4,"grocery,markets,organic_stores",1
"Trader Joe's","HBXIDn4F9qyugmLpF8xWIA",36,4.5,"grocery",1
"Dollar General","Po_Ss3vOEmfblplBf6OAXQ",1,5,"grocery,discountstore",1
"Homeland Stores","XoxhUSiKbt_5Z-13b1U3CQ",1,3,"grocery",1
"ALDI","AyYsZql4ZJfIkJIKiBSumw",2,3,"grocery,markets,organic_stores",1
"Walmart Supercenter","nLtJP0i_i0SlDjw7PGA-Zw",5,2,"deptstores,grocery",1
"Walmart Supercenter","RQyoA41_3E_jLc-zDeHAqg",9,3,"grocery,deptstores",1
"Walmart Supercenter","x2ermqN6V4tTJ9nJ_v6H5g",6,2.5,"deptstores,grocery",1
"Tilton's Westside","rC63GVAtnAGmuIDVl_c4Fg",3,4.5,"grocery",1
"Supermart El Torito - Topeka","dMZE-OESZsSsdPBMR8eSeA",2,5,"grocery,bakeries,meats",1
"Dillons Food Store","EUgYvIXbHX5IywJpb_vubA",10,3.5,"grocery",1
"ALDI","7XVlmeHTpxWndpI2XW3_Vw",5,4.5,"grocery,markets,organic_stores",1
"Whole Foods Market","yrJlHOr0IHj9uctwWCca3w",111,4,"organic_stores,grocery,healthmarkets",1
"ALDI","Zl8Z6tcK-llf8eWoD-JqVQ",23,4,"grocery,markets,organic_stores",1
"Weiland's Market","yvL1gvFILSlGgqauOgZ7AA",140,4,"gourmet,grocery,beer_and_wine",1
"Trader Joe's","A-ttQBS26lJWdtd2k7O07Q",116,4.5,"grocery",1
"Lucky's Market","N5yvv_q8h5omlj4x5Ukv_w",168,4,"grocery,delis,healthmarkets",1
"Pacific Coast Harvest","GSn9bgH09tsvMjG9Vsrmvg",73,4.5,"fooddeliveryservices,grocery,organic_stores",1
"Metropolitan Market","uTg8OGZHMVosEL9LJJdcwg",228,4,"grocery",1
"Super Deli & Grocery","fQtzbd65SvGeXidd9ZGX9w",107,4,"convenience,beer_and_wine,grocery",1
"West Seattle Thriftway","AqjBw9__o6nC_44HheJTKQ",109,3.5,"grocery",1
"Trader Joe's","vsrTX-yvEgCXOI3nYv7klA",130,4,"grocery",1
"Whole Foods Market","IIoepH0NUJvjRW2lj1hcfw",98,3.5,"grocery",1
"Whole Foods Market","VIfx83hOOLUFdqyg-PWoNw",69,3.5,"grocery,organic_stores,healthmarkets",1
"Market Basket","mHQoTrx4PTDu-6i1UEqYJQ",60,3.5,"grocery",1
"Alves Grocery","gK4thfhrfzaYB1zkjfZWkQ",8,4.5,"grocery",1
"Terra Nossa Center Market","CIH5mZhTgd-nWQtKmAL3qw",20,4.5,"grocery",1
"Viking Village Foods","u9o07tPg8ZfLeD59_MSUAQ",6,3,"grocery,meats",1
"Piggly Wiggly","i5AxtsKG-sNdq6iA-Pik5w",1,5,"grocery",1
"Boaz Country Store","LHJVDXEq8TRQVzWrKLPZlg",1,5,"grocery,convenience",1
"Walmart Supercenter","R0Wnr7la21rUhE59z0y5nw",6,2,"grocery,deptstores",1
"Triangle Kwik Stop","HDKkHIwKY9FUapIn3BSn8g",1,5,"grocery,servicestations",1
"Carribean Paradise & Grocery Store","w3lXbEHz8c8VCHg8MlL1IA",4,5,"grocery",1
"House of Nutrition","A_gVcawbdGYU1jyUY_YDEA",14,4,"grocery,healthmarkets",1
"Malacari's Produce and Deli","hItF4Q5ldHIGsrjuwQEhlQ",12,4,"grocery",1
"S & J Grocery & Deli","tDxkN6p5aTbbAx0tEdckug",6,4,"delis,grocery",1
"Wegmans","QnJT-qi6HPAwZ073qRMMaQ",51,4.5,"grocery",1
"Lidl","bpYeTbPrE_hFmJB9N4xS6w",83,3.5,"grocery,shopping",1
"Harris Teeter","FkJZbGgyd5PDC64qd2NtJQ",63,3.5,"grocery,beer_and_wine,pharmacy",1
"Harris Teeter","qx2_cf9Sl3i1wY5hUKYdCg",73,3,"grocery,beer_and_wine,pharmacy",1
"The Fresh Market","V2p34az3xi38PytuOyrgXA",44,4,"grocery",1
"Pendulum Fine Meats","yK-9F_cQKW2zK74FR5VdRw",128,5,"butcher,grocery,beer_and_wine",1
"Giant Food Stores","fQixVK0uar3ArJtNeug8nQ",36,3.5,"grocery",1
"Patel Brothers","JZwWXlBq_sfrn_CuBcojhw",15,4.5,"grocery",1
"Passanante's Home Food Service","_HszLv9iG-jRCXmFsSRBSw",174,2.5,"fooddeliveryservices,grocery",1
"Hmart","HIAJ2mnlm_pP38_8GbgQ5g",82,4,"grocery,korean,seafoodmarkets",1
"La Mexicana","uh3O1DS1AOLDBmdlm9uBpQ",45,4.5,"mexican,grocery",1
"Houchens Markets","qJJuVp85PZzwtjEBeNNSKw",2,2.5,"grocery",1
"DG Market","8UN5k8UOIjy7fAfBSeZ_RA",1,4,"grocery,discountstore",1
"Dollar General","q9gnRtYFjzxQLPeZN1oURA",2,3,"discountstore,grocery",1
"Save A Lot","ZXsY-shImTHB57uEL6reyw",3,3.5,"grocery,discountstore",1
"Bi-Rite","4UHwKkD5XWnDGSGLVS-W6Q",1,5,"grocery",1
"Dan's Supermarket","PA6OeIQ2-3WHofmRKydiqg",16,3,"grocery",1
"Cash Wise","FjrRTwUqmd2XKmMcPIuiKw",7,3.5,"grocery",1
"El Coquí","732l8wIWktxAcJ1envUEgQ",5,4.5,"bakeries,grocery,delis",1
"Bisman Community Food Co-op","AYGs4nxDMnPVVw8zaetamQ",13,4.5,"grocery",1
"Asian Gourmet Market","oLsyt9x6d5uJNgHT6eVTqw",11,4.5,"grocery",1
"Ray's Food Place","F51C9NEAKIhqdloQ4e9TZg",13,3,"grocery",1
"Silver Lake Mercantile & Motel","mPRTUcG9VXBgBlyX6iQt3A",11,4.5,"grocery,hotels,beer_and_wine",1
"Gilchrist Grocery & Deli","iurBCYhdoUFUDD_G4xBbyQ",9,3.5,"delis,grocery,beer_and_wine",1
"Wickiup Junction","cKPdPlRAtWoXVyvJKecWvQ",26,4.5,"grocery,donuts,delis",1
"Double D Mountain Market","FysL_FZ_wq9j9Q_TL_M6hw",4,5,"grocery",1
"Whole Foods Market","4JGy4PUQSpH3dXPeULzguQ",63,3.5,"grocery",1
"Livoti's Old World Market","Ia7PQ0v4hkYw0RnC8JzV7g",68,3.5,"grocery,bakeries,delis",1
"Dearborn Market","1BbJks8ge5FCVstNbZdDPw",79,3,"grocery,markets,catering",1
"Livoti's Old World Market","UHuMiX-1fqthmqAMu5tVuA",116,3.5,"grocery,delis",1
"Sahara 34","B1H5c2zC0GnYGcKPwyM0ZQ",131,4,"grocery,mediterranean,greek",1
"Wegmans","pTRi1xwWc8tqxetVzJhLxA",50,4,"grocery,bakeries,delis",1
"Lucky 7 Grocery & Deli","qR5TQW00xkw8x8fejkjRVQ",24,4.5,"grocery,convenience,delis",1
"Green Planet Grocery","39RNDecTLV_0N5q5If1BkA",17,4,"grocery",1
"Wegmans","O9dtjpSrD1O5q_TS4Jq7gA",41,4,"grocery,bakeries,drugstores",1
"Thanos Import Market","_Ma0DVy0cf0KO8jIoNYugA",32,5,"grocery,delis",1
"Ingles Market","1sMOdoHTCOFg0Om3_rBb_g",3,4.5,"grocery",1
"Publix","1E_jAZSr_kQ2qK6vT9An7A",13,3,"grocery",1
"ALDI","krm1e4odFF2rQRel5CdO9Q",5,4,"grocery,markets,organic_stores",1
"Lidl","5ZXtZ544rDbjmcxoB_PmiQ",7,4,"grocery,bakeries,petstore",1
"Abbott Farms","b6hbp7KjKZkeQpM2L9s3ig",8,4.5,"grocery,farmersmarket",1
"El Mariachi","lbyDYr09WXO3pXIDS4pALw",23,3,"grocery,mexican,salvadoran",1
"Earth Fare","41uT-lZAzX-w12W2y8wzZA",49,3.5,"grocery,organic_stores",1
"Rosewood Market ","ewCCWAWoy5mJB5Pa2E-mDA",66,4,"healthmarkets,delis,grocery",1
"Publix Super Market","IBbQj360PF4byYUjab-dmQ",55,4.5,"grocery",1
"Halal International","E32m033jDyA0EKTJMhtZxw",15,4.5,"grocery,halal",1
"Alabama Farmers Market","TpHA65CZlWZ5HvJruc3lZQ",17,4,"grocery,farmersmarket",1
"Piggly Wiggly","Ftn55v2PVOIqeutFuylhhQ",23,4,"grocery,beer_and_wine",1
"Winn-Dixie","bISvcYWLwbdnVW1UJytfmA",24,4,"grocery",1
"Publix Super Markets","vHN1l7BzR0WD5nqxEliIpg",20,4,"drugstores,grocery",1
"Publix Super Market","_ed3Y-pSuxlHt1tEpjAprw",45,4,"grocery",1
"Walmart","WARuez7KpqqBb6MmoqeDyQ",2,4.5,"drugstores,grocery,discountstore",1
"20th Street Grocery","1aNONW8Mt0_9RhveiCu3Gw",2,4.5,"grocery",1
"Meijer","TU1OapLhUw4IFqHYCNIuSw",11,4,"grocery",1
"Vinckier Foods","SdBe_4yI8TobhR7zeruE3A",7,4.5,"grocery,delis,meats",1
"Country Style Marketplace - Fort Gratiot","p0I4K15ZrSZ-lStHiczxSg",13,4,"meats,grocery,beer_and_wine",1
"Asia Oriental Market","DsH7EAKqbmdIe6eeVGjWGQ",13,4,"gourmet,grocery",1
"Publix","fcwF4FsAIm8P7xM2JDESfQ",34,4,"grocery,delis",1
"East Hill Market","ZGplJ7SfQQPe1oX0VcQlFg",37,4.5,"grocery,cafes,sandwiches",1
"Apple Market","076d4DkdUoyYp2l0fQqaFA",51,4.5,"grocery,meats",1
"Ever'Man Natural Foods Co Op","zdpF3wGNa5TUVW9zAcrWjw",94,4,"markets,healthmarkets,grocery",1
"All Spiced Up","S5MTM-MWaE-8nrEQQugplw",21,4.5,"grocery,gourmet",1
"The Fresh Market","aiOLqM2n5YA2qUqtdouDhA",93,4,"grocery",1
"Grassroots Natural Market","rDPiynVwuULsa3TPeyuTqg",98,4.5,"grocery,healthmarkets,juicebars",1
"Freshfield Farm","GRSCYRcl9W9q6oKWYUfxeQ",240,4.5,"grocery,gourmet",1
"Pinegrove Market & Deli","xZrSb1-6YOf1xGRYOVPvLg",200,4.5,"grocery,delis,butcher",1
"The British Pantry and Tea Room","oib_nzsE4wtTo-8fsyXUJw",36,4.5,"coffee,giftshops,grocery",1
"Trader Joe's","mSFyno9vE9J47T3JbOFTfA",95,4,"grocery",1
"Luna Market","yc4IVt-K1V-sn8Dw_31iNg",98,4,"desserts,grocery,mexican",1
"Natural Grocers","-l0eHIhhTj1Wlbhm-yBXwA",32,4,"grocery,vitaminssupplements,organic_stores",1
"Bread & Butter Neighborhood Market","BOr7KKAFWpJwMmy9whfO9g",16,4.5,"grocery",1
"United Dairy Farmers","4FF6UP18Nuq-ediZx4Q2nA",26,3.5,"grocery",1
"Kroger","GY0VyIvYpW-yDgZXdPhdeg",32,3.5,"drugstores,florists,grocery",1
"Clifton Market","F1nPVeRxlE-85mhg9IGtVA",35,4,"grocery",1
"Country Fresh Farm Market","3v2DIMFDWXKu1LPIZsPI1g",38,4.5,"grocery,farmersmarket",1
"La Canasta","uTnhGVyTfX_fFB83AdnDBw",22,5,"grocery,mexican",1
"Discount Drug Mart","m_2Xz5zQFpWWj9ZderUIaw",2,5,"drugstores,grocery,discountstore",1
"Acme Fresh Market","Cw_T8DPkw-U-J_-bKAdGGA",13,2.5,"grocery",1
"Acme Fresh Market","6jT1i4_RbU3ZkI2mgQO26w",7,4,"grocery,bakeries,florists",1
"Giant Eagle","ur30RSJAWdy5B5Lcz_H_vQ",17,3,"grocery",1
"Buehler's Food Market","EtXbTk3PxN7i8cstCfemVQ",16,4,"grocery,markets",1
"ALDI","X_oXV8Q4ba7HBwUffXErUg",4,4.5,"grocery,markets,organic_stores",1
"Lucky Mey's Market","9X3Tw2Xkw3IkAWZbfWFMgA",4,5,"grocery",1
"ALDI","a2Bka_Jy7JZuMSjUahNTZw",2,4.5,"grocery,markets,organic_stores",1
"New Hartford Hannaford","R6yh-nAiKBW1_JiwFpS5_g",9,4,"grocery",1
"Chanatry's Supermarkets","GXdxu4h4hM4J_MIgEySGqg",13,3.5,"grocery",1
"Rios Meat Market","qLiYCysnV__FT3CFRxsjUQ",6,4,"grocery,meats",1
"H-E-B plus!","bcFjXrZZ_dbIoGZNVxmSXA",18,2.5,"grocery",1
"H-E-B","MTUimBvQa32OJsegwQ8OzA",11,3,"grocery,drugstores",1
"H-E-B","u5YOS12VwtBORMMtkAhPug",16,3.5,"grocery,deptstores",1
"Red Rooster Food Market","bI9KUzpP6WvmNbh-N5D65g",7,4.5,"grocery,servicestations",1
"Sprouts Farmers Market","S-B-ak8Kq0DrkLfE7k3DGg",167,3.5,"grocery,healthmarkets,organic_stores",1
"Tony's Italian Delicatessen","Ks13abA-KZWAA6FMQagQmg",199,4.5,"delis,sandwiches,grocery",1
"La Grande Orange","D3dAx-QW_uuClz4MambeHA",1042,4,"grocery,bakeries",1
"Whole Foods Market","qnyTJ39UXke3aAS0gdWsww",292,3.5,"healthmarkets,grocery,organic_stores",1
"Trader Joe's","p3cBYY8Tov5TOaXV2aY-wA",220,4.5,"grocery",1
"WinCo Foods","8SpE5dTOm86ckTgnWRsOcQ",25,3.5,"grocery",1
"A-Dong Market","NRhmUBEka3JiJzcHPpwg2g",22,4.5,"grocery",1
"Trader Joe's","0zzzdT-sPVGiHA75Oh2PjA",75,4,"grocery",1
"Roth's Fresh Markets - Vista","L0KOoh5BxDtuBkyeZ5fziQ",55,4.5,"bakeries,grocery,delis",1
"LifeSource Natural Foods","QDLx11laYDkO4EssE644gw",89,4,"grocery,vitaminssupplements,hotdogs",1
"ALDI","g4ptbU2MtI3ft027Z_ACmg",13,4,"organic_stores,grocery,markets",1
"Carniceria Loa No 7","fv5dlOPLwWqqmyD6zfLDhA",9,4,"grocery,meats,importedfood",1
"Market on the Mountain","ONkrRG8t5FkQEjJAk6JjMA",8,5,"grocery,delis",1
"Whole Foods Market","D1AYL4h62I8bNsrbeQHXXQ",64,3.5,"grocery",1
"Publix","47WekL9YFpEwYtdVWEaybQ",29,4,"grocery",1
"Campbell's Market Basket","J5GV5ICraRv76Pgn7Rsccg",10,5,"grocery,sandwiches,salad",1
"Foods For Living","RcFqI1X86mXxEmWwk2Kv7A",32,4,"healthmarkets,grocery",1
"Fresh Thyme Market","0PoNOs60NEo-3MRDKbsEPA",36,3.5,"grocery,farmersmarket,vitaminssupplements",1
"Monticello's Market & Butcher Block","XNCz4BoyazIbpe3WJvrfeA",31,5,"butcher,grocery",1
"Don Pancho","1o1GqO5wuAvjHIyu5W9OCw",12,4.5,"grocery,meats",1
"Walmart Supercenter","mD1tpYWCrTLKE4yU9N3wWQ",5,3,"deptstores,grocery",1
"Walmart Supercenter","h_M54Sw51bAuCIBw5PAnvQ",3,2,"deptstores,grocery",1
"Food City","ccAKLeZ2ot2qR3oPdQ7Riw",3,4.5,"grocery",1
"Cougar Xpress","v7lJsmr5PRfrLgrM3FZQ4g",4,3.5,"grocery",1
"Dollar General","IHEu_j4dyVzFjis694lP4w",2,3,"grocery,discountstore",1
"Al's Country Market","0NSvdCCu-CIgWIYuKQxPgw",1,3,"grocery,convenience",1
"Kroger","twua658tVvXRqceEBO-2nQ",1,2,"grocery",1
"ALDI","VRio4AjIzbeTxzSI_w24zA",1,4,"grocery,markets,organic_stores",1
"Kroger Food and Pharmacy","V_irLoBPLJ0EfHMcJN0p7g",3,3.5,"drugstores,grocery",1
"Meijer","-I50slgOR2jAbFV9jQlcsw",6,3.5,"grocery",1
"Papa's Food Market","9cO2uG5oRhjagOhR_GRpZQ",4,5,"grocery,meats,butcher",1
"Sprouts Farmers Market","Er7z9IDGqWO4O2sA2eIegg",22,4,"grocery,organic_stores,healthmarkets",1
"Janssen's Market","PAi6ZgsYrbhHeyNcp26QIw",56,3.5,"grocery",1
"Casapulla's Elsmere Steak & Sub Shop","5c_jYz4IolgGdrJLabSTew",52,4,"grocery,delis,sandwiches",1
"Trader Joe's","25btSWnOGwwB2IQMXF7A-A",99,4.5,"grocery",1
"Streets Market & Cafe","AB7e5eBcBDKHTN7bBknHgA",73,4,"grocery,markets",1
"Harris Teeter","JuMd1jOilzGasg9j0Qf83g",94,4,"grocery,beer_and_wine,pharmacy",1
"Ok Natural Foods","piP4WQoH-hUMAVN8X8T5-A",57,4.5,"grocery,healthmarkets",1
"Harris Teeter","L1915YsFXYdkuXMwNbBwog",100,4,"grocery,beer_and_wine,pharmacy",1
"Di Pasquale's Marketplace","4iTgpJ8Fri5-IOlmF65nsw",448,4.5,"grocery,delis,italian",1
"Jack's South Ashland Cardinal Market","6L-FPdKfZN9ajUUSrDI3zA",1,5,"grocery",1
"Walmart Supercenter","UyVNcJOctGSDeJw93Bq21w",6,1,"deptstores,grocery",1
"Annie's BBQ Food Mart & Deli","3Ba3nPj2uxaTAnHetF6FGg",2,3,"grocery,delis,bbq",1
"Kroger","9YQKYGa_Dn5wTl1vnhVPUw",3,4,"grocery",1
"Kroger","ZO5aTLb_7Z7qnmE53s4Wkg",3,4.5,"grocery",1
"Sprouts Farmers Market","F78pJvDmHMaeKdvZhFBI3A",164,3.5,"grocery,healthmarkets,organic_stores",1
"Whole Foods Market","NpAhwXUQftpktlo5BbgEQQ",190,3.5,"grocery,healthmarkets,organic_stores",1
"Trader Joe's","NpKyFBbUwAUrv60x5rM2gg",207,4.5,"grocery",1
"Central Market","gQBiM8K59_riHEfOkDPJpA",559,4.5,"grocery",1
"Jimmy's Food Store","mXd9_jTBmaNn9lFVGo0XoA",1055,4.5,"grocery,sandwiches,winetastingroom",1
"Kroger","m4SW_jfDO2E-tqtR4st-Cg",37,4.5,"grocery",1
"Clifton Market","F1nPVeRxlE-85mhg9IGtVA",35,4,"grocery",1
"Trader Joe's","R_YsWHIBuvJbu6hOgYVRJw",172,4.5,"grocery",1
"Whole Foods Market","G9Ghs0hG83B1niaNac-5oA",149,3.5,"grocery,healthmarkets,organic_stores",1
"La Mexicana Restaurant & Grocery","vocUrIkNORM75HM5Se01Vg",452,4.5,"grocery,mexican",1
"Bombay Foods","XlzwTVS_lltCXln8Q6Qh2A",4,5,"grocery",1
"Stop & Shop","CoyFS2Q887Kcn1IeDEA_IA",18,3,"grocery",1
"ShopRite of Route 37","4QeHrmjinWr48QBYkO7lJQ",48,2,"grocery,bakeries,delis",1
"Boemio Market","Zihlg5Uhrp7VOCm93Nk7VQ",18,4,"butcher,grocery,seafoodmarkets",1
"Wallach's Farm Market & Deli","2G5ysTMC13lNhnCgEA7muw",21,3.5,"farmersmarket,delis,grocery",1
"Lexington Market","g428REEbAhb4Ngumk5bJ6g",357,3.5,"grocery,seafoodmarkets,hotdogs",1
"Ok Natural Foods","piP4WQoH-hUMAVN8X8T5-A",57,4.5,"grocery,healthmarkets",1
"Chucks Trading Post","8v4Z43lQvtMhViiHgsekrw",117,4,"breakfast_brunch,grocery,sandwiches",1
"MOM's Organic Market","aUxpKnMXCEGYIpblo2XXJA",73,4.5,"grocery,organic_stores,healthmarkets",1
"Di Pasquale's Marketplace","4iTgpJ8Fri5-IOlmF65nsw",448,4.5,"grocery,delis,italian",1
"Parma Sausage Products","CbyXUOpH2TgFox46Be2LVQ",40,5,"meats,grocery,delis",1
"Reyna Foods","j87Y1hyifp-XHN5HuVtpPA",113,4,"grocery,mexican",1
"52nd Street Market","SDjbz2bE_5QosSaEIlmScA",23,5,"grocery,soup,sandwiches",1
"Robert Wholey and Co Fish Market","hsRjct8UiUHU54B983GmcA",285,4,"grocery,seafoodmarkets,seafood",1
"Pennsylvania Macaroni","1uvcySLWM75MzlLM12F8dA",215,4.5,"cheese,meats,grocery",1
"Ridley's Family Market","z8UI_HufEZbUf9YJG0Fpjg",8,2.5,"grocery",1
"Walmart Supercenter","PS4IGQdGctSiR2vUq0IvCw",14,2.5,"deptstores,grocery",1
"Albertsons","a7fyd-y1REKO0RV-Llc7Xw",5,3,"grocery",1
"Natural Grocers","ccKy7Hrtm_lzKvhwxA0pMQ",16,4.5,"grocery,organic_stores,vitaminssupplements",1
"Grant Street Grocery and Market","8ZrWGZVIn8qXC-I3kXGLZw",43,5,"grocery,delis,meats",1
"Walmart Supercenter","n_U5OYHqCfRlo2nhiI9Cmw",11,2.5,"grocery,deptstores",1
"Dillon Stores","J4IyQIA6kNDhmx4Fm7KlQA",8,3,"drugstores,florists,grocery",1
"Dillons","GHjayfYVq136nSKSXMvdpQ",8,3,"grocery,florists,bakeries",1
"Hy-Vee","imUxGQk5E3lu1NkwBUT7SA",21,3.5,"grocery",1
"Yi's Oriental Market","7q90twsIcnKMS2zv2iP2Vg",14,4.5,"grocery",1
"Trader Joe's","Kthnb7PjDSd7FsBp4wqoHA",89,4.5,"grocery",1
"Santa Cruz Market","HdG7azGxlm3jKrBQK6zciA",190,4.5,"grocery,falafel,sportsbars",1
"El Rancho Market","cHJkDKxqgWzuxVZHboJtTw",168,4.5,"grocery,beer_and_wine,delis",1
"Lazy Acres Market - Santa Barbara","wJiaLWAxfqDeFsmE2cI8tg",251,3.5,"grocery,healthmarkets",1
